,,,,,,,,,,,,,CLIENT IDENTIFIER,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,,,,,,,,
154,74,1558,LC/MS Pos,1113,1721.3,146.08117,3025-96-5,18189,C02946,,Amino acid,Glutamate family (alpha-ketoglutarate derived),4-acetamidobutanoate,0.4704,0.6537,1.0198,0.6525,0.8966,0.8974,0.6618,0.6591,0.4373,0.5871,0.5351,0.4661,0.2284,0.1319,0.1153,0.0665,0.1052,0.0607,0.0496,0.0286
205,75,15681,LC/MS Pos,100000096,1150,146.09241,463-003;463-00-3,500,C01035,,Amino acid,Glutamate family (alpha-ketoglutarate derived),4-guanidinobutanoate,0.6133,0.6241,0.6794,0.8157,0.7765,0.8907,0.3984,0.4476,0.3997,0.6215,0.6422,0.5317,0.0290,0.0167,0.0474,0.0274,0.0229,0.0132,0.0480,0.0277
191,76,40062,GC/MS,100002537,1658,333.1,1187-99-1,599,C01127,,Amino acid,Glutamate family (alpha-ketoglutarate derived),4-hydroxy-2-oxoglutaric acid,0.0464,0.0464,0.0464,0.1187,0.0464,0.0464,0.0464,0.0464,0.0464,0.0464,0.0464,0.0887,0.0000,0.0000,0.0341,0.0197,0.0000,0.0000,0.0199,0.0115
1347,77,21133,LC/MS Neg,100000862,820,137.02441,99-96-7,135,C00156,4-hydroxybenzoate,Secondary metabolism,Benzenoids,4-hydroxybenzoate,0.4399,0.6029,0.7777,0.3414,0.2534,0.4100,0.5879,0.7859,0.4257,0.4504,0.4826,0.2716,0.1379,0.0796,0.0641,0.0370,0.1473,0.0850,0.0928,0.0536
156,78,34585,LC/MS Polar,100001507,1765,103.04006,502-85-2,10413,C00989,4-HYDROXY-BUTYRATE,Amino acid,Glutamate family (alpha-ketoglutarate derived),4-hydroxybutyrate (GHB),0.2781,0.2781,0.2781,0.2781,0.2781,0.5515,0.2781,0.2781,0.2781,0.2781,0.2781,0.2781,0.0000,0.0000,0.1289,0.0744,0.0000,0.0000,0.0000,0.0000
1494,79,36770,LC/MS Neg,100001675,1457,163.04006,501-98-4,637542,C00811,COUMARATE,Secondary metabolism,Phenylpropanoids,4-hydroxycinnamate,0.1131,1.0419,0.3780,0.5499,0.4284,0.2853,0.6200,0.2238,0.2980,0.1974,0.2689,0.2139,0.3907,0.2256,0.1081,0.0624,0.1720,0.0993,0.0306,0.0176
282,80,48487,LC/MS Neg,100006240,3319.2,462.19156,99927-70-5,,,,Amino acid,Glutathione metabolism,4-hydroxy-nonenal-glutathione,0.2910,0.2910,0.2910,0.2910,0.2910,0.2910,0.2910,0.2910,0.2910,0.2910,0.2910,0.2910,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
38,81,1669,LC/MS Neg,1141,1690.1,179.03498,156-39-8,979,C01179,P-HYDROXY-PHENYLPYRUVATE,Amino acid,Aromatic amino acid metabolism (PEP derived),4-hydroxyphenylpyruvate,0.6273,0.7033,0.7993,1.2146,1.0000,0.9736,0.6273,0.6273,0.9084,1.3055,0.6273,1.1773,0.0704,0.0406,0.1079,0.0623,0.1325,0.0765,0.2942,0.1698
207,82,32349,LC/MS Pos,100001207,757,127.05021,645-65-8,96215,C02835,,Amino acid,Glutamate family (alpha-ketoglutarate derived),4-imidazoleacetate,0.7160,0.5757,0.6979,0.8999,0.6185,1.1891,0.7038,0.9273,1.1457,1.3576,1.1615,1.2940,0.0623,0.0360,0.2330,0.1345,0.1804,0.1042,0.0817,0.0472
233,83,22116,LC/MS Neg,100000551,2170,129.05571,816-66-0,70,C00233,2K-4CH3-PENTANOATE&redirect=T,Amino acid,Branched Chain Amino Acids (pyruvate derived),4-methyl-2-oxopentanoate,0.1812,0.1964,0.2020,0.2596,0.1866,0.1968,0.2665,0.2555,0.3212,0.3511,0.4142,0.2529,0.0088,0.0051,0.0323,0.0186,0.0287,0.0166,0.0664,0.0383
974,84,38159,LC/MS Pos,100002300,1481,242.11354,838-07-3,440055,C03592,,Nucleotide,Pyrimidine metabolism,5-methyl-2'-deoxycytidine,0.1033,0.2010,0.6569,0.1334,0.0107,0.1595,0.1228,0.6122,0.1450,0.1300,0.0884,0.0107,0.2413,0.1393,0.0649,0.0375,0.2257,0.1303,0.0494,0.0285
263,85,1419,LC/MS Pos,212,2444.9,298.09684,2457-80-9,439176,C00170,5-METHYLTHIOADENOSINE,Amino acid,Amines and polyamines,5-methylthioadenosine (MTA),0.6552,0.0828,0.2302,1.3273,1.0000,2.3320,0.5154,0.3614,0.0828,4.3137,5.4360,3.0017,0.2427,0.1401,0.5667,0.3272,0.1790,0.1034,0.9948,0.5744
973,86,35136,LC/MS Neg,100001446,1778.1,257.07791,1463-10-1,445408,,,Nucleotide,Pyrimidine metabolism,5-methyluridine (ribothymidine),0.5540,0.4720,1.0710,1.0688,1.2455,1.0505,0.4051,0.2314,0.4113,0.9444,0.9645,0.5517,0.2652,0.1531,0.0879,0.0508,0.0834,0.0481,0.1900,0.1097
273,87,1494,LC/MS Neg,1021,738.5,128.03531,98-79-3,7405,C01879,5-OXOPROLINE,Amino acid,Glutathione metabolism,5-oxoproline,0.4851,0.4741,0.7606,0.5833,0.5848,0.5857,0.5760,1.1925,0.5688,0.4670,0.6413,0.4717,0.1325,0.0765,0.0010,0.0006,0.2923,0.1688,0.0811,0.0468
135,88,43231,LC/MS Pos,100004499,1826.6,144.06552,34622-39-4,3014237,,,Amino acid,Aspartate family (OAA derived),6-oxopiperidine-2-carboxylic acid,0.4925,1.2704,1.1349,0.4083,0.4367,0.4968,1.0639,1.3096,0.9004,0.3499,0.3174,0.2355,0.3393,0.1959,0.0369,0.0213,0.1682,0.0971,0.0481,0.0278
913,89,35114,LC/MS Pos,100001456,1395.6,166.07234,578-76-7,11361,C02242,,Nucleotide,Purine metabolism,7-methylguanine,0.2956,0.3077,0.5268,0.8299,1.0966,2.1379,0.4369,0.1250,0.2314,0.5097,0.5456,0.4133,0.1063,0.0613,0.5643,0.3258,0.1295,0.0747,0.0559,0.0323
914,90,31580,LC/MS Pos,100001118,1475,298.1146,20241-86-4,,,CPD0-1041,Nucleotide,Purine metabolism,7-methylguanosine,0.3482,0.2601,0.5120,1.0212,0.9788,1.3620,0.4799,0.1447,0.5837,1.8467,2.6434,1.1820,0.1044,0.0603,0.1715,0.0990,0.1873,0.1082,0.5974,0.3449
496,91,21239,LC/MS Neg,100000956,2300.4,159.10266,764-89-6,69820,,,Lipids,Free fatty acid,8-hydroxyoctanoate,0.3764,0.3667,0.5181,0.5010,0.4902,0.4150,0.3704,0.2736,0.5473,0.6212,0.5046,0.4391,0.0692,0.0400,0.0383,0.0221,0.1133,0.0654,0.0753,0.0435
585,92,38399,LC/MS Neg,179,5180,313.23843,263399-34-4,9966640,C14828,,Lipids,Oxylipins,"9,10-DiHOME",0.2386,0.2116,0.3994,0.2043,0.2468,0.1750,0.4471,0.5087,0.4541,0.3741,0.3835,0.2605,0.0829,0.0479,0.0295,0.0170,0.0275,0.0159,0.0559,0.0323
760,93,32198,LC/MS Pos,100000802,1166.9,204.12304,5080-50-2,1,C02571,,Lipids,Carnitine metabolism,acetylcarnitine,0.0709,0.2571,0.0763,0.1488,0.5979,0.5912,0.0709,0.1791,0.0709,0.6402,0.6760,0.6116,0.0865,0.0500,0.2101,0.1213,0.0510,0.0294,0.0263,0.0152
302,94,46173,LC/MS Neg,100001359,580,173.00916,,,C00417,,Carbohydrate,TCA cycle,aconitate [cis or trans],0.7975,0.6529,0.6195,0.4385,0.3125,0.3516,0.4349,0.4377,0.6777,0.6291,0.5030,0.6538,0.0773,0.0446,0.0527,0.0304,0.1138,0.0657,0.0660,0.0381
916,95,554,LC/MS Pos,880,1002,136.06178,73-24-5,190,C00147,ADENINE,Nucleotide,Purine metabolism,adenine,0.1014,0.1617,0.3252,0.2476,0.3722,0.4424,0.2556,0.2543,0.2055,1.4024,0.9421,0.4051,0.0945,0.0546,0.0806,0.0465,0.0233,0.0135,0.4075,0.2353
917,96,555,LC/MS Pos,798,1625.3,268.10404,58-61-7,60961,C00212,ADENOSINE,Nucleotide,Purine metabolism,adenosine,0.5109,0.4667,0.6642,0.9692,1.0308,0.9069,0.4867,0.5755,0.5297,0.9663,1.0447,0.8355,0.0846,0.0489,0.0506,0.0292,0.0363,0.0209,0.0863,0.0498
918,97,36815,LC/MS Neg,100001694,1497.7,346.0558,130-49-4,94136,C00946,CPD-3705,Nucleotide,Purine metabolism,adenosine 2'-monophosphate (2'-AMP),0.2764,0.3863,0.4538,0.2289,0.2823,0.1906,0.4915,0.6243,0.5483,0.5643,0.4471,0.3602,0.0731,0.0422,0.0376,0.0217,0.0544,0.0314,0.0836,0.0483
920,98,35142,LC/MS Neg,100001449,1245,346.0558,84-21-9,41211,C01367,CPD-3706,Nucleotide,Purine metabolism,adenosine 3'-monophosphate (3'-AMP),0.3687,0.3687,0.3687,0.3687,0.3687,0.3687,0.3687,0.3687,0.3687,0.3687,0.3687,0.3687,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
922,99,32342,LC/MS Pos,209,1208,348.07037,149022-20-8,6083,C00020,AMP,Nucleotide,Purine metabolism,adenosine 5'-monophosphate (AMP),0.2170,0.2170,0.2170,0.2170,0.2170,0.2170,0.2170,0.2170,0.2170,0.2170,0.2170,0.2170,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
923,100,37467,LC/MS Neg,72,1793,328.04524,37063-35-7,2024,C02353,,Nucleotide,Purine metabolism,"adenosine-2',3'-cyclic monophosphate",0.2364,0.2364,0.2364,0.2364,0.2954,0.4090,0.2364,0.6887,0.2364,0.8681,1.0000,0.4451,0.0000,0.0000,0.0716,0.0414,0.2132,0.1231,0.2367,0.1367
264,101,15496,LC/MS Pos,100000103,598.4,131.12913,2482-00-0,199,C00179,AGMATHINE,Amino acid,Amines and polyamines,agmatine,0.0307,0.0291,0.0590,0.1410,0.2558,0.2197,0.0291,0.2040,0.0291,0.4923,0.3639,0.1922,0.0137,0.0079,0.0479,0.0277,0.0824,0.0476,0.1229,0.0710
101,102,1126,LC/MS Pos,811,696,90.05496,56-41-7,5950,C00041,L-ALPHA-ALANINE,Amino acid,Aspartate family (OAA derived),alanine,0.1521,0.1654,0.1675,0.5397,0.6856,0.8606,0.2183,0.3009,0.1678,0.4495,0.5590,0.3043,0.0068,0.0039,0.1312,0.0757,0.0549,0.0317,0.1043,0.0602
1036,103,37093,LC/MS Pos,100001890,2165,203.13902,1638-60-4,259583,,,Peptide,Dipeptide,alanylleucine,0.1537,0.1528,0.2783,0.2584,0.2647,0.8663,0.1568,0.2486,0.1684,0.4848,0.4154,0.3293,0.0590,0.0340,0.2851,0.1646,0.0408,0.0236,0.0636,0.0367
926,104,33434,LC/MS Polar,218,2960,175.04728,99-16-1,203,C00499,ALLANTOATE,Nucleotide,Purine metabolism,allantoic acid,0.5514,0.2202,0.4529,0.7809,0.6353,0.4352,0.2589,0.8260,0.2019,0.4820,0.6638,0.6539,0.1389,0.0802,0.1417,0.0818,0.2817,0.1627,0.0835,0.0482
927,105,1107,LC/MS Polar,1002,1672,157.03671,97-59-6,204,C02350,ALLANTOIN,Nucleotide,Purine metabolism,allantoin,0.2347,0.1410,0.2675,0.5132,0.5702,0.4215,0.1436,0.4775,0.1297,0.2857,0.3054,0.2096,0.0536,0.0309,0.0613,0.0354,0.1608,0.0928,0.0413,0.0238
219,106,46552,GC/MS,100005840,1325,158.1,,6950182;99288,,,Amino acid,Branched Chain Amino Acids (OAA derived),allo-isoleucine,0.3454,0.4821,0.5768,0.5147,0.4154,0.7498,0.5000,0.4012,0.4405,0.7587,0.8340,0.3828,0.0950,0.0548,0.1402,0.0810,0.0406,0.0234,0.1974,0.1139
557,107,37073,LC/MS Neg,100001723,1920,131.07136,6064-63-7,99824,,,Lipids,Free fatty acid,alpha-hydroxycaproate,0.2845,0.6599,0.2271,0.5601,0.2271,0.2271,0.2271,0.2271,0.2271,0.2271,0.2271,0.3661,0.1919,0.1108,0.1570,0.0906,0.0000,0.0000,0.0655,0.0378
236,108,22132,LC/MS Neg,100000706,1840,131.07136,10303-64-7,83697,C03264,,Amino acid,Branched Chain Amino Acids (pyruvate derived),alpha-hydroxyisocaproate,0.2620,0.3007,0.3891,1.0000,0.7292,1.5472,0.2672,0.1764,0.1726,0.3728,0.3896,0.1726,0.0532,0.0307,0.3402,0.1964,0.0437,0.0252,0.0986,0.0569
237,109,46537,LC/MS Polar,100001300,1052,117.05571,600-37-3,99823,,,Amino acid,Branched Chain Amino Acids (pyruvate derived),alpha-hydroxyisovalerate,0.5694,0.6894,0.2942,0.8057,0.9067,0.6516,0.2942,0.2942,0.2942,0.2942,0.2942,0.2942,0.1654,0.0955,0.1049,0.0606,0.0000,0.0000,0.0000,0.0000
303,110,528,LC/MS Polar,93,2700,145.01425,305-72-6;328-50-7;22202-68-2,51,C00026,2-ketoglutarate,Carbohydrate,TCA cycle,alpha-ketoglutarate,0.3329,0.3994,0.5123,0.5530,0.4389,0.5212,0.4051,0.5226,0.6474,1.0632,0.9368,0.6382,0.0741,0.0428,0.0481,0.0278,0.0989,0.0571,0.1782,0.1029
883,111,1561,GC/MS,1105,2305.4,502.5,59-02-9;10191-41-0,14985,C02477,ALPHA-TOCOPHEROL,"Cofactors, Prosthetic Groups, Electron Carriers",Tocopherol metabolism,alpha-tocopherol,0.5891,0.5891,0.5891,0.5891,0.5891,0.5891,0.5891,0.5891,0.5891,0.5891,0.5891,0.5891,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
335,112,575,GC/MS,828,1631.6,217,28697-53-2,66308,C00216,D-ARABINOSE,Carbohydrate,Amino sugar and nucleotide sugar,arabinose,1.2515,0.4709,0.7213,1.4037,0.9904,1.0986,0.6233,0.7727,0.4709,2.7836,2.5741,3.0317,0.3254,0.1879,0.1750,0.1010,0.1232,0.0711,0.1870,0.1080
336,113,38075,GC/MS,100000012,1687.5,307.1,7643-75-6,94154,C01904,,Carbohydrate,Amino sugar and nucleotide sugar,arabitol,2.8566,2.9234,3.6352,0.3525,0.4757,0.3572,2.0059,0.8816,3.3031,0.6758,0.2477,0.3194,0.3523,0.2034,0.0570,0.0329,0.9894,0.5712,0.1872,0.1081
337,114,37516,GC/MS,100001937,1736,292.1,7643-75-7,122045,C00878,,Carbohydrate,Amino sugar and nucleotide sugar,arabonate,0.2822,0.4831,0.5537,0.3132,0.2112,0.5562,0.5944,1.0320,0.5574,0.3413,0.2132,0.1760,0.1150,0.0664,0.1447,0.0836,0.2155,0.1244,0.0708,0.0409
498,115,1118,LC/MS Neg,893,6295,311.29555,506-30-9,10467,C06425,ARACHIDIC_ACID,Lipids,Free fatty acid,arachidate (20:0),0.5889,0.7403,0.8438,0.6066,0.4641,0.4919,0.5021,0.8144,0.8694,0.8900,0.8195,0.6288,0.1047,0.0604,0.0617,0.0356,0.1617,0.0934,0.1103,0.0637
159,116,1638,LC/MS Pos,231,700,175.11896,1119-34-2,232,C00062,ARG,Amino acid,Glutamate family (alpha-ketoglutarate derived),arginine,0.0781,0.1077,0.1327,0.2658,0.2942,0.7156,0.2227,3.4045,0.1492,0.9355,0.7192,0.4528,0.0223,0.0129,0.2057,0.1187,1.5175,0.8761,0.1974,0.1140
160,117,15497,LC/MS Pos,232,709.8,291.12992,156637-58-0,16950;828,C03406,L-ARGININO-SUCCINATE,Amino acid,Glutamate family (alpha-ketoglutarate derived),argininosuccinate,0.3989,0.3989,0.3989,0.6098,0.7434,0.5217,0.3989,0.3989,0.3989,0.3989,0.3989,0.6029,0.0000,0.0000,0.0911,0.0526,0.0000,0.0000,0.0962,0.0555
103,118,512,LC/MS Pos,917,679,133.06077,70-47-3,6267,C00152,ASN,Amino acid,Aspartate family (OAA derived),asparagine,0.1948,0.2311,0.2950,0.5794,0.6705,0.7121,0.3411,0.7036,0.2756,0.4839,0.6312,0.7099,0.0414,0.0239,0.0554,0.0320,0.1882,0.1087,0.0937,0.0541
104,119,443,LC/MS Pos,234,668,134.04479,56-84-8,5960,C00049,L-ASPARTATE,Amino acid,Aspartate family (OAA derived),aspartate,0.5280,0.3038,0.3781,0.8620,1.0687,1.9579,0.3786,0.7351,0.3855,1.1206,0.8135,1.5628,0.0932,0.0538,0.4754,0.2745,0.1665,0.0961,0.3076,0.1776
802,120,18362,LC/MS Neg,2029,1276,187.09758,123-99-9,2266,C08261,,Lipids,"Fatty acid, Dicarboxylate",azelate (nonanedioate),0.1097,0.0840,0.1439,0.0947,0.0874,0.0649,0.0844,0.0710,0.0971,0.1488,0.0738,0.0790,0.0245,0.0142,0.0127,0.0073,0.0107,0.0062,0.0342,0.0197
995,121,55,GC/MS,244,1451.8,174,56-41-7;107-95-9,239,C00099,B-ALANINE,Nucleotide,Pyrimidine metabolism,beta-alanine,0.1763,0.2684,0.1763,0.3591,0.3885,0.4892,0.2612,0.2740,0.2260,0.5024,0.3897,0.4572,0.0434,0.0251,0.0557,0.0322,0.0203,0.0117,0.0463,0.0267
238,122,12129,LC/MS Polar,1442,1149.8,117.05572,625-08-1,69362,,,Amino acid,Branched Chain Amino Acids (pyruvate derived),beta-hydroxyisovalerate,0.3114,0.3114,0.3114,0.3114,0.3114,0.3114,0.3114,0.3114,0.3114,0.3114,0.3114,0.3114,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,123,3141,LC/MS Pos,799,734,118.08626,107-43-7,247,C00719,BETAINE,Amino acid,Serine family (phosphoglycerate derived),betaine,0.6486,0.7320,0.8075,0.6899,0.6787,0.7707,0.6475,0.7465,0.7810,0.6542,0.6312,0.6116,0.0649,0.0375,0.0410,0.0237,0.0566,0.0327,0.0174,0.0101
742,124,27414,GC/MS,100001033,2380.8,357.4,83-46-5,222284,C01753,CPD-4143,Lipids,Sterols,beta-sitosterol,0.1462,0.1684,0.2264,0.1533,0.1830,0.2065,0.2245,0.1971,0.1344,0.1930,0.1811,0.1468,0.0338,0.0195,0.0218,0.0126,0.0377,0.0218,0.0196,0.0113
885,125,35702,GC/MS,100001641,2260,488.3,148-03-8,6857447,C14152,BETA-TOCOPHEROL,"Cofactors, Prosthetic Groups, Electron Carriers",Tocopherol metabolism,beta-tocopherol,0.2718,0.2718,0.2718,0.2718,0.3964,0.2718,0.2718,0.2718,0.2718,0.2718,0.2718,0.2718,0.0000,0.0000,0.0587,0.0339,0.0000,0.0000,0.0000,0.0000
745,126,39511,GC/MS,100001269,2353,343.4,474-62-4,173183,C01789,CPD-707,Lipids,Sterols,campesterol,0.0477,0.1207,0.0758,0.0750,0.0904,0.0702,0.0681,0.1237,0.0419,0.0771,0.0660,0.0419,0.0301,0.0174,0.0086,0.0050,0.0341,0.0197,0.0147,0.0085
503,127,32489,LC/MS Neg,926,2713.7,115.07645,142-62-1,8892,C01585,,Lipids,Free fatty acid,caproate (6:0),0.3326,0.2870,0.4554,0.4168,0.3255,0.2194,0.3540,0.3006,0.2411,0.3198,0.3308,0.4151,0.0711,0.0411,0.0807,0.0466,0.0461,0.0266,0.0426,0.0246
504,128,32492,LC/MS Neg,932,4362,143.10775,124-07-2,379,C06423,CPD-195,Lipids,Free fatty acid,caprylate (8:0),0.1395,0.1395,0.1395,0.1950,0.1395,0.2127,0.2473,0.1395,0.1395,0.1395,0.1395,0.1395,0.0000,0.0000,0.0312,0.0180,0.0508,0.0293,0.0000,0.0000
161,129,40007,LC/MS Pos,100003260,810,176.09174,3/2/86,2572,,,Amino acid,Glutamate family (alpha-ketoglutarate derived),carboxyethyl-GABA,0.8419,0.9895,1.0005,1.1690,1.0644,1.0628,0.7217,1.2294,0.9091,1.2034,1.0386,1.2258,0.0723,0.0417,0.0497,0.0287,0.2096,0.1210,0.0835,0.0482
859,130,15500,LC/MS Pos,100000007,688.9,162.11247,461-05-2,10917,C00318,DL-CARNITINE,"Cofactors, Prosthetic Groups, Electron Carriers",Carnitine metabolism,carnitine,0.9837,1.4610,1.3585,0.3403,0.4972,0.6010,1.1766,0.6922,1.0163,1.1326,0.6586,1.0224,0.2052,0.1184,0.1072,0.0619,0.2015,0.1163,0.2025,0.1169
729,131,15506,LC/MS Pos,1256,675,104.10699,67-48-1,305,C00114,CHOLINE,Lipids,Choline metabolism,choline,0.3567,0.4214,0.5103,0.6525,0.6594,0.6883,0.4092,0.6753,0.3380,0.7503,0.6750,0.6501,0.0630,0.0364,0.0155,0.0090,0.1452,0.0838,0.0426,0.0246
730,132,34396,LC/MS Pos,267,692.5,184.07332,72556-74-2,1014,C00588,PHOSPHORYL-CHOLINE,Lipids,Choline metabolism,choline phosphate,0.1804,0.2841,0.3871,0.2640,0.3310,0.4253,0.3941,0.6666,0.2560,0.7331,0.6001,0.6251,0.0844,0.0487,0.0662,0.0382,0.1706,0.0985,0.0577,0.0333
1429,133,40474,LC/MS Neg,100002959,3870,299.05611,491-71-4,5280666,C04293,574-TRIHYDROXY-3-METHOXYFLAVONE,Secondary metabolism,Flavonoids,chrysoeriol,0.2152,0.1507,0.3561,0.2823,0.3149,0.4929,0.0244,0.0244,0.0244,0.0244,0.0244,0.0244,0.0858,0.0495,0.0926,0.0534,0.0000,0.0000,0.0000,0.0000
506,134,33970,GC/MS,100001228,1987,339.3,506-17-2,5282761,C08367,CPD-9247,Lipids,Free fatty acid,cis-vaccenate (18:1n7),0.1955,0.2206,0.2762,0.2807,0.2387,0.3846,0.2303,0.2673,0.3612,0.2514,0.1806,0.3375,0.0337,0.0195,0.0613,0.0354,0.0551,0.0318,0.0642,0.0370
305,135,1564,LC/MS Neg,1124,582,191.01973,77-92-9,311,C00158,CIT,Carbohydrate,TCA cycle,citrate,1.3080,0.7664,0.6948,0.6559,0.3783,0.4671,0.4621,0.6298,0.8921,1.1269,0.9135,1.0839,0.2738,0.1581,0.1158,0.0668,0.1770,0.1022,0.0922,0.0532
162,136,2132,LC/MS Pos,391,730.3,176.10297,372-75-8,9750,C00327,L-CITRULLINE,Amino acid,Glutamate family (alpha-ketoglutarate derived),citrulline,0.2122,0.2122,0.2122,0.2122,0.2122,1.0891,0.2122,0.2122,0.2122,0.3219,0.3841,0.2122,0.0000,0.0000,0.4134,0.2387,0.0000,0.0000,0.0711,0.0410
1309,136.5,35660,GC/MS,100001645,1402,140.9,6232-19-5,13538,C02512,,Hormone metabolism,Ethylene metabolism,cyano-alanine,0.5873,0.5873,0.5873,0.5873,0.5873,0.5873,0.5873,0.5873,0.5873,0.5873,0.5873,0.5873,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1047,137,18368,LC/MS Neg,1224,925,353.0595,7729-20-6,333293,,,Peptide,Dipeptide,"cys-gly, oxidized",1.0000,1.1907,1.2064,0.5770,0.6367,0.6505,0.1897,0.1897,0.2646,0.8523,0.4553,0.3129,0.0938,0.0542,0.0319,0.0184,0.0353,0.0204,0.2282,0.1318
7,138,31453,GC/MS,800,1560.1,218,52-90-4;56-89-3,5862,C00097,CYS,Amino acid,Serine family (phosphoglycerate derived),cysteine,0.2615,0.2607,0.4897,0.5858,0.5803,0.9623,0.3869,0.5331,0.1481,0.5302,0.7538,1.3836,0.1078,0.0622,0.1788,0.1032,0.1587,0.0916,0.3613,0.2086
274,139,46734,LC/MS Pos,100001437,824,427.09519,13081-14-6,4247235,,,Amino acid,Glutathione metabolism,cysteine-glutathione disulfide,0.2453,0.2942,0.3363,0.8115,0.9034,1.0609,0.4377,0.4579,0.2880,0.9391,1.2435,1.8207,0.0372,0.0215,0.1030,0.0595,0.0758,0.0438,0.3656,0.2111
9,140,56,LC/MS Pos,279,675,241.03113,56-89-3,67678,C00491,CYSTINE,Amino acid,Serine family (phosphoglycerate derived),cystine,0.5171,0.9487,0.5894,3.4132,2.6392,4.7038,0.6128,0.2990,0.1577,3.8800,4.1187,12.6463,0.1887,0.1090,0.8516,0.4917,0.1902,0.1098,4.0774,2.3541
975,141,514,LC/MS Pos,827,1075.9,244.0928,65-46-3,6175,C00475,CYTIDINE,Nucleotide,Pyrimidine metabolism,cytidine,0.2487,0.2897,0.4847,0.2846,0.2996,0.4816,0.4273,0.4877,0.3333,0.7140,0.7519,0.4430,0.1030,0.0594,0.0895,0.0517,0.0635,0.0367,0.1376,0.0794
979,142,37465,LC/MS Neg,73,937,304.03401,15718-51-1,417654,C02354,,Nucleotide,Pyrimidine metabolism,"cytidine 2',3'-cyclic monophosphate",0.4084,0.4084,0.4084,0.4084,0.4084,0.4084,0.4084,0.4084,0.4084,1.0394,0.8797,0.4084,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2679,0.1547
977,143,2959,LC/MS Pos,105,1203,324.05914,84-52-6,66535,C05822,,Nucleotide,Pyrimidine metabolism,cytidine 3'-monophosphate (3'-CMP),0.2033,0.2033,0.2033,0.2033,0.2033,0.2033,0.2033,0.2033,0.2033,0.2854,0.4168,0.2033,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0879,0.0508
978,144,573,GC/MS,881,1535.5,254,71-30-7,597,C00380,CYTOSINE,Nucleotide,Pyrimidine metabolism,cytosine,0.1884,0.1884,0.2285,0.1884,0.1884,0.3520,0.1884,0.1884,0.1884,0.2113,0.1886,0.1884,0.0189,0.0109,0.0771,0.0445,0.0000,0.0000,0.0107,0.0062
868,145,1659,LC/MS Polar,301,1130,173.00916,490-83-5,835,C05422,L-DEHYDRO-ASCORBATE,"Cofactors, Prosthetic Groups, Electron Carriers",Ascorbate metabolism,dehydroascorbate,0.1340,0.1340,0.1340,0.1340,0.1340,0.1340,0.1340,0.1340,0.1340,0.1340,0.1340,0.1340,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
507,146,17805,LC/MS Neg,1231,5730,307.26425,2091-39-6,6439848,C16525,,Lipids,Free fatty acid,dihomo-linoleate (20:2n6),0.3467,0.2426,0.8079,0.2230,0.2225,0.2715,0.3116,0.7641,0.6908,1.0102,0.5561,0.3776,0.2457,0.1418,0.0230,0.0133,0.1983,0.1145,0.2663,0.1537
508,147,35718,LC/MS Neg,100001739,5596,305.2486,17046-59-2,5280581,C03242,CPD-8120,Lipids,Free fatty acid,dihomo-linolenate (20:3n3 or n6),0.9579,0.9579,0.9579,0.9579,0.9579,0.9579,0.9579,0.9579,0.9579,0.9579,0.9579,0.9579,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
164,148,36808,LC/MS Pos,100001810,810,203.15026,102783-24-4,123831,C03626,,Amino acid,Glutamate family (alpha-ketoglutarate derived),dimethylarginine (SDMA + ADMA),0.1159,0.1050,0.1410,0.2517,0.3364,0.5972,0.2089,0.3367,0.1256,0.4724,0.2774,0.2301,0.0151,0.0087,0.1470,0.0849,0.0868,0.0501,0.1049,0.0605
10,149,5086,GC/MS,806,1030,57.9,1118-68-9,673,C01026,,Amino acid,Serine family (phosphoglycerate derived),dimethylglycine,0.7327,0.4741,0.5644,0.3917,0.3660,0.4950,0.3386,0.3747,0.3756,0.3567,0.2489,0.3916,0.1072,0.0619,0.0557,0.0322,0.0172,0.0099,0.0607,0.0351
797,150,42978,LC/MS Polar,100004251,2702,131.03498,595-46-0,11686,,,Lipids,"Fatty acid, Dicarboxylate",dimethylmalonic acid,0.4928,0.2923,0.7735,0.2923,0.5283,0.4449,0.4610,0.3964,0.3720,0.5520,0.3715,0.3361,0.1974,0.1139,0.0977,0.0564,0.0375,0.0217,0.0945,0.0546
509,151,32415,LC/MS Neg,100001182,6034,335.29555,7370-49-2,5282807,C16533,,Lipids,Free fatty acid,docosadienoate (22:2n6),0.8474,0.1920,1.1526,0.2065,0.4939,0.6862,0.1897,0.8220,0.5202,1.2182,0.4562,0.2366,0.4008,0.2314,0.1971,0.1138,0.2582,0.1491,0.4206,0.2429
